name, ottid, sources, flags
Notobatrachidae, 6158910, gbif:7354958, sibling_higher,barren
Archithemistidae, 3012028, gbif:4799454,irmng:113295, sibling_higher,extinct,barren
Amphigeisinidae, 4143800, gbif:4842318,irmng:102524, major_rank_conflict,extinct,barren
Protetragonitidae, 2873277, gbif:4627035,irmng:104088, sibling_higher,extinct
Dictyofavidae, 2843991, gbif:4581639,irmng:111961, major_rank_conflict,extinct,barren
Leotichiidae, 4221641, gbif:4780371,irmng:108814, sibling_higher,barren
Phyllolepidae, 4141605, gbif:4853116,irmng:100065, major_rank_conflict,extinct
Rhagodiscaceae, 4920322, irmng:116885, sibling_higher,merged,hidden,extinct,barren
Crassicoscinidae, 4722347, gbif:4814189,irmng:103361, major_rank_conflict,extinct,barren
Plataleidae, 3604855, gbif:4848532,irmng:115416, barren
Archaeocyathidae, 5143332, gbif:3243025,irmng:104087, major_rank_conflict,extinct
Mecopodidae, 4187604, gbif:4710836,irmng:111202, sibling_higher,barren
Urceolariidae, 4030308, worms:232071,gbif:7994327, sibling_higher,merged,barren
Oscillospiraceae, 506943, ncbi:216572,gbif:4897413,irmng:104982, merged,barren
Straparollinidae, 2915292, worms:833748,gbif:4605951,irmng:119305, incertae_sedis_inherited,extinct
Dasyleptidae, 5012458, gbif:3259602,irmng:102114, extinct,barren
Codonosigaceae, 5584397, worms:449205,gbif:8265452, inconsistent,barren
Phyllograptidae, 3660107, gbif:4356982,irmng:102922, major_rank_conflict,extinct
Shanganellaceae, 5164271, gbif:3237622,irmng:105339, major_rank_conflict,hidden,extinct,barren
Sphaerozoidae, 6387514, irmng:119216, major_rank_conflict,hidden,extinct,barren
Monobrachidae, 823963, ncbi:323297, merged,barren
Schizophoritidae, 6371953, gbif:8560438, major_rank_conflict,extinct,barren
Cohnilembidae, 310016, ncbi:35095,worms:414787,gbif:8391141,irmng:115106, sibling_higher,merged,barren
Aulacopleuridae, 4708127, gbif:4637656,irmng:118981, extinct
Taenioplanidae, 5133858, gbif:4859932,irmng:110526, sibling_higher,barren
Fushunochrysidae, 6287272, gbif:7683929, sibling_higher,barren
Stellatocharaceae, 4734095, gbif:2441,irmng:103219, extinct,barren
Cyclocyrtonellidae, 2926776, gbif:4948233, major_rank_conflict,extinct,barren
Miracopteridae, 6323956, gbif:8707788, major_rank_conflict,extinct
Pseudodalatiidae, 4144112, gbif:4825093,irmng:101243, major_rank_conflict,extinct
Areostrophiidae, 4164863, gbif:4869840,irmng:118365, merged,extinct,barren
Kollpaniidae, 3617738, gbif:4834136,irmng:111518, major_rank_conflict,extinct,barren
Necrophasmatidae, 4664753, gbif:4770581,irmng:111490, sibling_higher,extinct,barren
Liaoningiidae, 6340109, worms:835360,gbif:8312664, extinct,barren
Montanuraliidae, 6323995, gbif:8448290, major_rank_conflict,extinct
Rhamphosidae, 7651982, gbif:9571233, sibling_higher,extinct,barren
Passaloteuthidae, 2870411, gbif:4621663,irmng:118237, sibling_higher,extinct
Eocypraeidae, 4963270, worms:878564,gbif:6880358,irmng:119809, 
Prostomariidae, 4149286, worms:467927,gbif:6015,irmng:104039, extinct
Scytomonadidae, 7060056, ncbi:2570650,gbif:10615762, sibling_higher,merged,barren
Sorocarpaceae, 4921963, worms:143720,gbif:3236466,irmng:109093, sibling_higher,barren
Seguenziceratidae, 6375719, gbif:8285909, major_rank_conflict,barren
Chirotheriidae, 4946496, gbif:3239011,irmng:117581, major_rank_conflict,extinct
Aclopidae, 6255694, gbif:7152, merged,barren
Permothripidae, 4664351, gbif:4770204,irmng:113224, sibling_higher,extinct,barren
Trematosauridae, 4948441, gbif:3241139,irmng:117029, major_rank_conflict,extinct
Traversodontidae, 4947273, gbif:3239114,irmng:117042, unplaced,major_rank_conflict,extinct
Rocellaceae, 2812320, worms:599622,gbif:2923,irmng:105859, sibling_higher,extinct_inherited
Alpinothalamiidae, 2843690, gbif:4583687,irmng:112248, major_rank_conflict,extinct
Nomadidae, 6373086, gbif:7361392, major_rank_conflict,barren
Plasmuscolecidae, 5004110, gbif:6875445,irmng:120693, major_rank_conflict,extinct,barren
Centritactaceae, 4027244, gbif:4584, barren
Eupsammidae, 4715913, gbif:4942779, sibling_higher,extinct,barren
Plasmoporidae, 5142659, gbif:3250541,irmng:104205, major_rank_conflict,extinct
Stegopteridae, 4664418, gbif:4798008,irmng:112617, extinct,barren
Strobilepidae, 2867864, gbif:4584531,irmng:119359, major_rank_conflict,extinct
Bucculatrigidae, 6193620, gbif:8282116, sibling_higher,barren
Archegocimicidae, 4221475, gbif:4772394,irmng:112079, sibling_higher,extinct
Dactyliosphaeridae, 4004735, gbif:4905864,irmng:118193, extinct,barren
Palasseidae, 5092162, gbif:3254529,irmng:107532, sibling_higher,barren
Cardabiodontidae, 3595219, gbif:4964526, 
Leanchoiliidae, 4705244, gbif:4667154,irmng:117126, major_rank_conflict,extinct
Elasmocoeliidae, 2842926, gbif:4583562,irmng:103050, major_rank_conflict,extinct,barren
Urostomatidae, 3665589, worms:155638,gbif:4343966,irmng:115766, sibling_higher,barren
Cladornidae, 7647575, gbif:4940702, major_rank_conflict,extinct,barren
Eurystomataceae, 7642573, gbif:9695074, major_rank_conflict,barren
Stylinodontidae, 4945687, gbif:3239943,irmng:103781, major_rank_conflict,extinct
Devonacaridae, 4704880, gbif:4668207,irmng:103586, sibling_higher,extinct
Cryptocrinitidae, 3658640, gbif:4877723,irmng:102903, major_rank_conflict,extinct,barren
Balanobothriidae, 3668705, gbif:4282340,irmng:109475, merged,barren
Tintinnidiidae, 6375930, gbif:7679279, major_rank_conflict
Neotetraonchidae, 3670720, worms:517906,gbif:4861886,irmng:117791, merged,barren
Antiquasteridae, 3655881, gbif:4872103,irmng:101916, major_rank_conflict,extinct
Crocodileimidae, 3605952, gbif:4822292,irmng:114001, extinct,barren
Kustarachnidae, 4706606, gbif:4650325,irmng:103593, sibling_higher,extinct
Odonterpetontidae, 3621079, gbif:4816276,irmng:102866, major_rank_conflict,extinct
Nicatoridae, 3599534, gbif:6101076, merged,barren
Ostariostomidae, 3644043, gbif:4841460,irmng:102844, sibling_higher,extinct,barren
Hungaiidae, 4709471, gbif:4635626,irmng:100278, sibling_higher,extinct
Atlantoceratidae, 2869184, gbif:4622464,irmng:118538, sibling_higher,extinct
Elythidae, 2933634, gbif:4868453,irmng:111981, extinct
Ceramiaceae, 629558, ncbi:31377,worms:143671,gbif:8968,irmng:107502, sibling_higher,merged,barren
Ascosymplegmatidae, 2842592, gbif:4980207, major_rank_conflict,extinct,barren
Halcyornithidae, 3596456, gbif:4843795,irmng:102347, sibling_higher,extinct
Ataphridae, 7983265, worms:382163, incertae_sedis,barren
Thiolinaceae, 7038591, ncbi:2212439, merged,barren
Sphaeractiniidae, 2843627, gbif:4580198,irmng:103605, sibling_higher,extinct
Rastelligeridae, 2933717, gbif:4867645,irmng:118921, extinct
Sarrameanaceae, 818903, if:81260,ncbi:388443,gbif:8303,gbif:3302292, major_rank_conflict
Lithophylacidae, 4669224, gbif:4647488,irmng:117601, sibling_higher,extinct
Thremmatidae, 3030457, gbif:4802054,irmng:111234, sibling_higher,barren
Perisporiopsidaceae, 5677926, if:567164,gbif:3288007, major_rank_conflict,barren
Pareobuthidae, 5124425, gbif:6880712,irmng:120567, sibling_higher,extinct
Igarkiellidae, 2923560, worms:833703,gbif:4584247,irmng:118301, incertae_sedis_inherited,extinct
Proterodiplostomatidae, 3671599, gbif:4861591,irmng:110840, sibling_higher,barren
Brachyphyllophagidae, 6193435, gbif:8703997, major_rank_conflict,extinct
Lopatinellaceae, 4018657, gbif:4899243,irmng:106045, major_rank_conflict,hidden,extinct,barren
Sigmaxinellidae, 2841528, gbif:4305585,irmng:113843, barren
Russellophiidae, 7665658, gbif:8847938, extinct
Rhabdomesidae, 4151549, worms:468501,gbif:5627,irmng:104658, extinct
Doswelliidae, 4127944, gbif:4819189,irmng:118474, unplaced,major_rank_conflict,extinct
Stringocephalidae, 4969871, gbif:3252153,irmng:104006, sibling_higher,extinct
Titanosuchidae, 4127276, gbif:4817857,irmng:117041, unplaced,major_rank_conflict,extinct
Nanidae, 8031508, gbif:9264923, unplaced,barren
Duboscquellidae, 9038, ncbi:88553,gbif:8723836,irmng:108895, sibling_higher,merged,barren
Taeniolitidae, 5143201, gbif:3250657,irmng:102657, major_rank_conflict,extinct,barren
Neosciadiocapsidae, 4918201, gbif:3236102,irmng:117789, sibling_higher,extinct
Negoporitidae, 4716001, gbif:4880359,irmng:117782, sibling_higher,extinct
Concavicarididae, 6176117, gbif:8621583, major_rank_conflict,extinct
Hemilecanitidae, 7938709, gbif:4622880, sibling_higher,extinct_inherited
Ampelipteridae, 6193311, gbif:8472408, major_rank_conflict,extinct
Varanopidae, 4128056, gbif:4819433,irmng:118592, unplaced,major_rank_conflict,extinct
Tolypelepididae, 4140439, gbif:4815599,irmng:101639, major_rank_conflict,extinct,barren
Ophiocamacidae, 7668877, gbif:10528927, merged,barren
Mucronothridae, 7678381, gbif:7473977, sibling_higher,barren
Bouretidae, 4187909, gbif:4404128,irmng:102681, sibling_higher,extinct
Progobiaeshnidae, 6323175, gbif:8561490, sibling_higher
Karataothripidae, 3438166, gbif:4801297,irmng:116714, sibling_higher,extinct
Chiodectonaceae, 8002672, gbif:3554713, barren
Heliconidae, 5031584, gbif:3256156,irmng:117241, sibling_higher,barren
Acratiidae, 2961346, worms:715802,gbif:4807009,irmng:117971, extinct
Hemitrochiscidae, 6190240, gbif:8476590, major_rank_conflict,hidden_inherited,extinct
Postgaardidae, 7646195, gbif:10076901, barren
Conicostomatidae, 7696777, gbif:9782620, merged,barren
Vallacertaceae, 2821749, gbif:1956,irmng:103158, sibling_higher,extinct
Hyattoceratidae, 2869944, gbif:4621042,irmng:101720, sibling_higher,extinct,barren
Rhizochrysidaceae, 4029428, gbif:2917,irmng:106167, major_rank_conflict
Irpicaceae, 7525476, ncbi:1931355,gbif:3292639, inconsistent,barren
Ptilogonatidae, 3599876, gbif:5275, merged,barren
Bovictidae, 7653611, gbif:9621612, major_rank_conflict,extinct,barren
Paleoalveolitidae, 4717684, gbif:4883535,irmng:103602, major_rank_conflict,extinct
Jungornithidae, 3601484, gbif:4849174,irmng:101661, sibling_higher,extinct
Curticiidae, 2934533, gbif:4864429,irmng:103860, extinct
Platoridae, 4696959, gbif:4658304,irmng:108997, sibling_higher,barren
Ramseyocrinidae, 3648648, gbif:4873485,irmng:101981, major_rank_conflict,extinct
Monoductidae, 4032436, irmng:113331, sibling_higher,hidden,barren
Omomyidae, 6145267, gbif:4827112, sibling_higher,barren
Paraclididae, 2883968, gbif:4956901, major_rank_conflict,extinct,barren
Remopleuridae, 4706423, gbif:4635700,irmng:118926, sibling_higher,extinct
Rhynchospirinidae, 4971036, gbif:3252300,irmng:103419, extinct
Tanaocheleidae, 4669303, gbif:4646328,irmng:117679, sibling_higher,barren
Liassogomphidae, 3012218, gbif:4798013,irmng:112472, sibling_higher,extinct
Scalicidae, 6324291, gbif:8481493, barren
Pseudolemuridae, 4143486, gbif:6142025, major_rank_conflict,extinct,barren
Corytophanidae, 4126015, gbif:9454,irmng:104352, merged,barren
Dyscritellidae, 4152378, gbif:4856518,irmng:103710, extinct
Keyserlingitidae, 2873424, gbif:4622457,irmng:101225, sibling_higher,extinct,barren
Pyrocystaceae, 5655305, ncbi:1573500,worms:109444,gbif:8045220,irmng:108679, sibling_higher,inconsistent,barren
Bradyinidae, 4804562, worms:720912,gbif:8393531,irmng:110937, incertae_sedis_inherited,extinct
Actinacididae, 4715257, gbif:4880019,irmng:102201, sibling_higher,extinct
Diplocercididae, 4144862, gbif:4839179,irmng:103567, extinct
Pseudoacanthocircidae, 4004855, gbif:4895281,irmng:117460, extinct
Clisospiridae, 2915062, worms:833741,gbif:4606710,irmng:112637, incertae_sedis_inherited,extinct
Cyrtolitidae, 4966103, gbif:3246211,irmng:111521, major_rank_conflict,extinct
Euskelesauridae, 4143314, gbif:4967213, sibling_higher,extinct_inherited
Nigerophiidae, 4125895, gbif:4821405,irmng:113213, extinct
Calclamnidae, 4950733, gbif:3249768,irmng:115324, 
Charaxidae, 6138261, gbif:8013320, major_rank_conflict,barren
Variostomatidae, 6385766, worms:856682,gbif:8111143, extinct
Hydruraceae, 884650, ncbi:98655,worms:577671,gbif:7132,irmng:106630, sibling_higher,merged,barren
Coronakirkbyidae, 5321830, worms:715762,gbif:8145729,irmng:121165, sibling_higher,extinct
Aulacoseiraceae, 113760, ncbi:49232,worms:148958,gbif:7142,irmng:105443, sibling_higher,merged,barren
Loriellaceae, 4017726, worms:573279,gbif:7114,irmng:105818, sibling_higher,merged,barren
Zophiaceae, 4092236, irmng:115042, major_rank_conflict,hidden,barren
Loxonematidae, 4962993, worms:833743,gbif:3245373,irmng:100081, incertae_sedis_inherited,extinct
Euxestidae, 6234186, gbif:8660818, merged,barren
Protothelenellaceae, 346838, if:81220,ncbi:284605,gbif:6244,irmng:107790,irmng:107399, major_rank_conflict
Parotosuchidae, 6373237, gbif:8564041, major_rank_conflict,extinct,barren
Glaucosomidae, 7653665, gbif:9357477, major_rank_conflict,extinct,barren
Inyoitidae, 2869770, gbif:4627722,irmng:118310, sibling_higher,extinct
Panuridae, 3599826, gbif:6100802, sibling_higher,barren
Sanarkocyathidae, 4722047, gbif:4814304,irmng:104099, major_rank_conflict,extinct,barren
Ctenocladaceae, 264602, ncbi:37386,worms:599602,gbif:3229756,irmng:107631, barren
Protobradidae, 4119265, gbif:4832777,irmng:102076, extinct,barren
Baleniidae, 3600090, gbif:4852144,irmng:116995, sibling_higher,barren
Dimacrodontidae, 4127077, gbif:4819464,irmng:118377, unplaced,major_rank_conflict,extinct,barren
Boreolepididae, 4142438, gbif:4839938,irmng:101452, major_rank_conflict,extinct,barren
Pulchelliidae, 2872746, gbif:4622402,irmng:112358, sibling_higher,extinct
Tinodontidae, 3615650, gbif:4825790,irmng:103612, major_rank_conflict,extinct
Ancistrorhynchidae, 4969764, gbif:3252106,irmng:118165, sibling_higher,extinct
Arthoniomycetidae, 5296852, if:90512,worms:437305, merged,barren
Echinoencrinitidae, 3658602, gbif:4872477,irmng:102906, major_rank_conflict,extinct
Flemingostreidae, 6337947, gbif:8446944, major_rank_conflict,extinct,barren
Catervaparmasteridae, 3659466, gbif:4871658,irmng:117564, sibling_higher,extinct
Ulemosauridae, 4128727, gbif:4817655,irmng:119625, unplaced,major_rank_conflict,extinct
Boletzkyidae, 2871342, gbif:4624179,irmng:112933, major_rank_conflict,extinct,barren
Anthracopupidae, 2917734, worms:833857,gbif:4607750,irmng:118258, incertae_sedis_inherited,extinct
Cornucarpaceae, 6011333, gbif:8443717, major_rank_conflict
Didazoonidae, 4720555, gbif:4870885,irmng:114526, major_rank_conflict,extinct
Gyrocystidae, 3659155, gbif:4877743,irmng:112511, major_rank_conflict,extinct
Rhynchocephalidae, 6375640, gbif:7718990, major_rank_conflict,barren
Oepikodontidae, 4143948, gbif:4841998,irmng:118694, major_rank_conflict,extinct,barren
Endocycloceratidae, 6346232, gbif:8600903, major_rank_conflict,extinct,barren
Hemicycliostylidae, 7528850, ncbi:2605982, sibling_higher,merged,barren
Hemimylacridae, 5020670, gbif:6880339,irmng:120121, sibling_higher,extinct
Waikalasmatidae, 5782136, worms:739444,gbif:8378141, merged,barren
Palaeorissoinidae, 2918857, worms:833902,gbif:4963580,irmng:119838, extinct,barren
Ferritrophicaceae, 1097305, ncbi:713635, sibling_higher,merged,barren
Corynoididae, 4940560, gbif:3243110,irmng:100877, major_rank_conflict,extinct,barren
Neocambrisomatidae, 7691598, gbif:9563264, sibling_higher,barren
Shartegosuchidae, 4143487, gbif:4967727, unplaced,major_rank_conflict,extinct
Barrandeoceratidae, 2870627, gbif:4625283,irmng:112082, major_rank_conflict,extinct
Longodromitidae, 5090843, gbif:3254088,irmng:117760, merged,extinct,barren
Rorringtoniidae, 5129235, gbif:3267207,irmng:103980, extinct
Scutellinidae, 3650862, worms:510834,gbif:4976393,irmng:121017, sibling_higher,extinct
Xestotrematidae, 4163990, gbif:4864742,irmng:102574, extinct,barren
Tricarinidae, 2976827, gbif:4646031,irmng:117769, sibling_higher,extinct
Eoherpetontidae, 3621161, gbif:4816171,irmng:102146, major_rank_conflict,extinct
Melocrinitidae, 3648016, gbif:4874458,irmng:111741, major_rank_conflict,extinct
Maychellinidae, 4152292, gbif:4856433,irmng:104072, extinct
Palaeopropithecidae, 4941847, gbif:3239565,irmng:102977, merged,extinct,barren
Dysoneuridae, 3030521, gbif:4801716,irmng:103413, sibling_higher,extinct
Schizophoridae, 6261952, gbif:6759787,irmng:119472, sibling_higher,extinct
Birkeniidae, 4949830, gbif:3237894,irmng:101797, major_rank_conflict,extinct
Cimolodontidae, 4944162, gbif:3239692,irmng:102490, major_rank_conflict,extinct
Laubellidae, 2917166, worms:833819,gbif:4614660,irmng:112646, extinct
Tenerellidae, 4972519, gbif:6759802,irmng:119989, extinct,barren
Parameciidae, 106159, ncbi:340080,worms:414856,gbif:7757185,irmng:112850, merged,barren
Rhodopagidae, 3615183, gbif:4969677, major_rank_conflict,extinct,barren
Cyprilepadidae, 4706510, worms:718805,gbif:4805353,irmng:103011, extinct
Acrotretidae, 4972301, gbif:3252572,irmng:110673, extinct
Theileriidae, 838545, ncbi:27994,irmng:113599, sibling_higher,merged,barren
Botryocrinidae, 6162411, gbif:8609293, major_rank_conflict
Dactylophoridae, 4923851, irmng:119475, sibling_higher,hidden,barren
Styraconixidae, 7911380, gbif:9926314, barren
Berkeleyaceae, 103954, ncbi:1003034,worms:177859,gbif:7837100,irmng:105150, sibling_higher,inconsistent,barren
Conchoecidae, 7647609, gbif:9117745, major_rank_conflict,barren
Monilipsolidae, 7671268, gbif:10058543, barren
Diplobelidae, 2870942, gbif:4624742,irmng:111705, sibling_higher,extinct,barren
Archaeobatidae, 6139284, gbif:7842996, 
Morinaceae, 459095, ncbi:59164, barren
Urothemistidae, 3012547, gbif:4799076,irmng:106991, sibling_higher
Schizocaryidae, 157747, ncbi:211676,worms:425451,gbif:8323024,irmng:120925, sibling_higher,merged,barren
Tapashanitidae, 2871670, gbif:4627000,irmng:119447, sibling_higher,extinct
Rhombocoleidae, 4665120, gbif:4682581,irmng:113875, sibling_higher,extinct
Tunguskocrinidae, 3649391, gbif:4874758,irmng:103019, major_rank_conflict,extinct,barren
Mobergellidae, 5143321, gbif:3251863,irmng:100544, major_rank_conflict,extinct
Mstiniidae, 8015703, gbif:9781547, incertae_sedis_inherited,major_rank_conflict,inconsistent,extinct_inherited,barren
Ralfinidae, 4151430, gbif:4857452,irmng:104044, sibling_higher,extinct,barren
Plagiothyridae, 4962977, worms:833844,gbif:3244882,irmng:113877, extinct
Euphysalozerconidae, 7681704, gbif:9551854, sibling_higher,barren
Donacobiidae, 3599496, gbif:6100869, merged,barren
Pelicaspongiidae, 2833417, gbif:4581189,irmng:103987, extinct
Kalophryganidae, 6201353, gbif:8454828, sibling_higher,extinct
Phygadicidae, 6373365, gbif:7672393, major_rank_conflict,barren
Chabakovicyathidae, 4720024, gbif:4814111,irmng:104142, major_rank_conflict,extinct,barren
Neobodonidae, 7646135, gbif:10549294, merged,hidden_inherited,barren
Ellobiidae, 320056, worms:198,ncbi:69683,gbif:9457,irmng:110889, incertae_sedis_inherited
Cnemidosporidae, 4032440, irmng:115633, sibling_higher,hidden,barren
Soboliphymidae, 3590208, gbif:4281935, unplaced,barren
Kaltanoneuridae, 3012503, gbif:4799350,irmng:113950, sibling_higher,extinct
Graculavidae, 3601597, gbif:4849831,irmng:101672, sibling_higher,extinct
